 ;"Smith, Heeze / Vermogen / Gemiddelde waarden  [kW]0"
00:15;"0,000"
00:30;"0,000"
00:45;"0,000"
01:00;"0,000"
01:15;"0,000"
01:30;"0,000"
01:45;"0,000"
02:00;"0,000"
02:15;"0,000"
02:30;"0,000"
02:45;"0,000"
03:00;"0,000"
03:15;"0,000"
03:30;"0,000"
03:45;"0,000"
04:00;"0,000"
04:15;"0,000"
04:30;"0,000"
04:45;"0,000"
05:00;"0,000"
05:15;"0,000"
05:30;"0,000"
05:45;"0,000"
06:00;"0,000"
06:15;"0,000"
06:30;"0,000"
06:45;"0,000"
07:00;"0,000"
07:15;"0,000"
07:30;"0,000"
07:45;"0,000"
08:00;"0,000"
08:15;"0,000"
08:30;"0,000"
08:45;"0,000"
09:00;"0,028"
09:15;"0,176"
09:30;"0,316"
09:45;"0,488"
10:00;"1,724"
10:15;"1,524"
10:30;"1,408"
10:45;"1,172"
11:00;"1,992"
11:15;"1,820"
11:30;"1,960"
11:45;"0,928"
12:00;"0,992"
12:15;"1,072"
12:30;"1,264"
12:45;"1,204"
13:00;"1,212"
13:15;"1,000"
13:30;"0,984"
13:45;"0,808"
14:00;"0,548"
14:15;"0,656"
14:30;"0,652"
14:45;"0,480"
15:00;"0,432"
15:15;"0,372"
15:30;"0,392"
15:45;"0,320"
16:00;"0,208"
16:15;"0,136"
16:30;"0,124"
16:45;"0,084"
17:00;"0,032"
17:15;"0,028"
17:30;"0,004"
17:45;"0,000"
18:00;"0,000"
18:15;"0,000"
18:30;"0,000"
18:45;"0,000"
19:00;"0,000"
19:15;"0,000"
19:30;"0,000"
19:45;"0,000"
20:00;"0,000"
20:15;"0,000"
20:30;"0,000"
20:45;"0,000"
21:00;"0,000"
21:15;"0,000"
21:30;"0,000"
21:45;"0,000"
22:00;"0,000"
22:15;"0,000"
22:30;"0,000"
22:45;"0,000"
23:00;"0,000"
23:15;"0,000"
23:30;"0,000"
23:45;"0,000"
00:00;"0,000"
