 ;"Smith, Heeze / Vermogen / Gemiddelde waarden  [kW]0"
00:15;"0,000"
00:30;"0,000"
00:45;"0,000"
01:00;"0,000"
01:15;"0,000"
01:30;"0,000"
01:45;"0,000"
02:00;"0,000"
02:15;"0,000"
02:30;"0,000"
02:45;"0,000"
03:00;"0,000"
03:15;"0,000"
03:30;"0,000"
03:45;"0,000"
04:00;"0,000"
04:15;"0,000"
04:30;"0,000"
04:45;"0,000"
05:00;"0,000"
05:15;"0,000"
05:30;"0,000"
05:45;"0,000"
06:00;"0,000"
06:15;"0,000"
06:30;"0,000"
06:45;"0,000"
07:00;"0,000"
07:15;"0,000"
07:30;"0,000"
07:45;"0,000"
08:00;"0,000"
08:15;"0,000"
08:30;"0,000"
08:45;"0,012"
09:00;"0,320"
09:15;"0,620"
09:30;"0,380"
09:45;"0,300"
10:00;"0,260"
10:15;"0,892"
10:30;"1,064"
10:45;"1,104"
11:00;"1,212"
11:15;"1,160"
11:30;"1,036"
11:45;"0,688"
12:00;"0,688"
12:15;"0,572"
12:30;"0,604"
12:45;"0,628"
13:00;"0,512"
13:15;"0,536"
13:30;"0,392"
13:45;"0,212"
14:00;"0,184"
14:15;"0,200"
14:30;"0,200"
14:45;"0,232"
15:00;"0,272"
15:15;"0,252"
15:30;"0,256"
15:45;"0,192"
16:00;"0,116"
16:15;"0,080"
16:30;"0,044"
16:45;"0,020"
17:00;"0,000"
17:15;"0,000"
17:30;"0,000"
17:45;"0,000"
18:00;"0,000"
18:15;"0,000"
18:30;"0,000"
18:45;"0,000"
19:00;"0,000"
19:15;"0,000"
19:30;"0,000"
19:45;"0,000"
20:00;"0,000"
20:15;"0,000"
20:30;"0,000"
20:45;"0,000"
21:00;"0,000"
21:15;"0,000"
21:30;"0,000"
21:45;"0,000"
22:00;"0,000"
22:15;"0,000"
22:30;"0,000"
22:45;"0,000"
23:00;"0,000"
23:15;"0,000"
23:30;"0,000"
23:45;"0,000"
00:00;"0,000"
